Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
24,1,40,0,6474,103,105,24,4,2,2,67,2849.3053714119924,0
6,1,42,5,14679,197,12,3,2,1,1,62,3211.108379052231,0
12,0,51,9,11228,299,145,3,4,2,2,40,520.396354373791,1
20,1,11,0,770,168,477,8,4,1,1,50,199.4259074316601,0
9,0,39,4,1843,148,118,14,4,2,2,36,1653.2337086695431,1
25,1,43,6,73,248,202,25,3,2,2,30,4107.029057085951,1
6,0,31,5,18044,255,140,14,1,1,1,31,2328.927865899863,0
13,0,17,1,16059,41,114,25,5,1,1,49,1116.9701502660346,0
25,0,33,3,8000,201,151,27,2,1,2,66,4172.744499574079,0
4,1,32,1,13273,243,56,6,4,2,1,39,1143.1362932448646,0
2,1,58,0,16121,156,381,31,1,2,2,37,4077.468616204709,0
22,0,29,2,331,285,156,11,2,2,2,50,2264.8976545907412,0
28,0,21,2,17805,281,439,34,5,1,2,22,2317.4744363364093,0
10,1,21,6,7512,237,309,31,5,1,2,37,1363.5980492912108,1
10,1,40,0,4931,18,132,8,4,1,2,31,4500.870104496762,1
17,0,23,8,12742,52,162,13,5,2,2,44,443.9263784706704,0
14,1,56,5,13426,84,274,12,5,2,2,43,722.0315065176225,1
11,1,6,3,5113,272,182,43,2,1,2,49,3179.4238412310388,1
8,1,22,2,8419,212,76,32,2,1,2,47,4250.576328781741,0
9,1,50,2,2881,103,324,31,4,1,1,44,477.25625092613797,1
25,0,38,1,13145,191,43,18,1,2,2,43,3668.761247083041,0
11,1,37,1,13556,176,205,29,4,2,2,35,3712.5576656974317,0
16,1,45,9,19249,146,37,15,3,1,2,62,2907.613650824641,1
28,0,51,4,2575,80,317,11,5,1,1,40,2433.6402408483154,0
5,0,54,8,12714,192,21,9,1,1,1,61,1605.4387965376727,0
6,1,8,1,6185,36,72,1,2,2,1,64,1757.3089621633326,0
13,1,41,1,8656,153,240,17,3,2,1,41,3372.167362077354,1
12,1,49,5,5741,129,423,12,3,2,1,21,326.4364560695515,1
7,1,35,9,16661,58,153,28,5,1,1,58,2924.674937723128,0
9,0,51,1,65,223,236,23,2,1,2,20,1393.6609622642354,0
8,0,11,3,4262,248,380,37,1,1,1,60,2333.029559719713,1
17,0,24,5,5704,239,4,11,2,1,1,47,2794.8980922509927,1
26,1,49,4,15355,292,220,28,5,1,1,64,4428.296718171656,0
25,1,21,0,8594,286,309,21,3,1,1,33,2895.3744416617737,1
1,1,51,5,12175,203,85,35,5,1,1,24,1135.797858195095,0
4,1,2,0,12696,98,176,0,4,1,2,56,397.2972658618851,1
28,0,40,2,6255,175,258,42,3,1,2,39,3134.9419979548584,1
4,0,19,9,7441,261,219,39,5,1,1,58,2725.2419817556956,1
5,1,39,4,14986,270,37,33,1,1,2,48,3358.9894828803103,1
18,0,28,9,13350,142,141,33,1,2,1,66,2296.982895686685,0
7,1,59,4,14440,188,430,47,1,1,2,30,4125.62923666514,0
15,1,17,9,7960,271,397,32,4,1,2,58,4600.898411193166,1
12,0,6,5,17821,19,234,3,2,2,1,58,200.0221111181355,0
0,1,19,9,19762,299,202,37,1,1,1,69,3720.4326808156047,0
21,1,56,7,13665,45,328,29,4,2,1,46,175.8027237342108,1
19,0,38,4,6629,94,293,45,1,2,2,45,2225.4834343627235,1
16,1,28,0,13828,63,447,19,4,1,2,61,2308.0160838566,0
6,1,2,4,4541,130,494,25,1,1,1,36,3481.091987625151,1
24,0,38,2,7876,8,171,14,2,2,1,40,1762.0164910047347,0
12,1,55,3,13311,202,124,6,5,1,2,64,4104.506691591093,1
3,0,37,7,14588,297,325,6,1,1,1,67,1714.320289729312,0
3,1,51,6,16648,173,64,49,5,1,2,25,1712.5894417074371,1
5,0,52,4,12380,72,280,28,1,2,2,42,1113.803338293235,1
27,0,4,1,9877,83,271,22,2,2,1,55,3419.344989190424,0
18,0,22,5,17818,58,243,33,5,1,2,55,382.93613708529904,1
28,1,26,5,5097,20,14,19,4,1,2,52,1815.2754294238377,0
11,0,49,9,18044,156,225,14,1,2,2,43,1334.4537307478138,0
21,0,43,9,18738,60,464,32,1,2,2,20,1146.678175507076,1
6,0,36,5,6461,63,130,16,4,1,1,19,304.9165858697062,1
26,0,58,8,7044,167,194,19,2,1,2,22,951.9155786240358,1
9,0,13,7,5497,202,292,12,3,1,1,37,2231.2220509935073,1
25,1,52,7,13751,128,208,43,1,2,2,29,2518.707276336783,0
18,1,58,0,9304,244,438,23,4,2,1,55,1347.523368948967,0
6,1,32,4,10426,105,380,46,3,1,2,33,3251.2175423328354,1
29,1,17,6,11058,121,112,36,1,2,2,54,1678.966688284873,0
2,1,41,5,11260,181,243,6,5,1,1,55,1836.2291912481005,1
12,1,36,4,18563,102,165,7,4,1,2,53,3913.121670605537,0
12,1,55,7,634,260,190,22,5,1,1,63,2759.8336071245103,1
17,0,46,2,10057,112,256,13,2,1,2,46,4765.874255970121,1
27,1,19,5,13345,69,326,3,3,1,1,52,1796.506006325691,0
29,0,58,4,10147,159,217,20,4,2,1,66,4139.2024799720175,1
25,0,35,7,18602,239,494,45,1,2,2,54,3691.6876790388246,0
19,1,46,3,1389,10,358,9,1,1,2,38,4450.944637209475,1
27,0,40,7,13071,137,274,21,3,2,2,38,4783.956864615405,0
7,0,56,9,11322,166,51,29,5,1,2,45,38.38259038410507,0
28,0,59,1,4276,246,373,29,5,2,2,23,441.48873933758045,0
8,0,28,8,12306,30,157,15,4,2,2,37,3371.694106137543,0
6,1,1,8,1249,11,362,10,4,2,2,53,1950.999298483031,1
0,1,42,9,17629,242,54,21,5,2,2,30,4095.625508713733,1
2,1,18,9,8245,107,13,28,4,1,2,57,59.899148330356255,1
12,1,48,5,11102,193,268,24,5,2,1,28,4034.887014982152,0
27,1,40,3,16226,132,339,13,3,2,1,41,676.2099915182612,1
29,1,33,3,10588,280,89,13,4,2,1,36,1451.2452198131398,1
24,1,12,5,442,290,26,1,5,2,2,40,4845.391001303773,1
27,1,8,4,6976,162,88,12,4,2,1,48,257.9905677408406,1
16,1,24,5,4675,277,392,2,1,2,2,54,1745.2030622633697,0
24,1,16,6,11803,202,40,29,1,2,2,54,422.64387821753235,1
23,0,50,6,7953,95,303,17,2,2,2,20,4268.022030066841,1
0,1,4,8,4377,222,267,35,5,1,2,51,3515.0806126871153,0
5,0,38,7,10599,236,137,20,2,1,1,46,4001.6869390786464,1
20,0,44,5,7058,116,5,18,5,1,1,20,2636.3975588098638,0
5,0,27,5,17206,191,241,15,4,2,1,32,1788.6000983573563,1
25,0,9,4,11894,275,161,27,5,1,2,24,11.368098025630324,0
11,1,47,0,2939,105,179,3,1,1,2,20,1389.636560214571,0
12,0,16,8,1031,3,296,14,4,1,1,64,2572.7677338305734,1
12,1,56,8,10208,17,466,0,1,2,2,60,3321.8101823804177,1
28,1,12,8,562,19,5,47,4,1,1,33,1144.6871072937836,1
14,0,31,7,10730,121,385,46,5,1,1,62,694.5042314406713,1
20,1,24,9,16724,136,270,15,5,1,1,51,1008.0743101493572,1
15,0,55,2,16152,79,400,19,1,1,2,37,1770.3802584556,1
21,0,14,0,13998,153,271,32,3,1,1,61,741.8914560073814,0
20,1,45,7,18680,24,155,16,5,1,2,56,784.0866721055584,0
10,1,25,6,16618,168,84,4,3,1,1,50,218.7585000337766,0
27,0,34,4,9308,58,199,4,4,2,2,31,4283.625971772264,0
4,1,3,9,9609,40,9,38,3,1,2,59,1098.7931203037122,1
3,1,58,6,17675,37,137,12,1,1,1,52,4109.512195306435,0
2,1,24,9,8720,116,241,43,2,2,2,28,2191.546930686193,0
18,0,54,3,10172,274,393,35,2,2,2,37,3162.189073568046,0
19,0,42,8,14457,269,200,29,1,2,2,47,378.5106807909766,1
24,1,9,9,2939,126,155,3,2,2,1,45,2917.9024939009237,1
17,1,26,1,14345,2,407,22,1,2,2,32,1449.9770158665087,1
14,1,20,8,16158,292,274,20,5,1,1,55,476.0497657559787,0
8,1,40,8,5435,15,224,20,3,1,1,67,4541.162480839178,1
16,1,10,4,5392,264,67,5,2,1,2,30,3018.1402117474545,0
13,0,19,0,7972,238,183,23,5,2,1,64,1208.5381362200947,0
14,1,3,6,17617,262,194,46,2,1,1,52,2098.240053612035,0
0,0,24,9,19184,133,41,30,4,1,1,64,1784.5006703985266,1
20,1,5,9,14799,212,395,18,1,2,1,41,3502.898329289107,1
21,0,3,3,19159,14,401,37,1,2,1,18,3037.16588013747,1
21,1,58,8,15052,128,150,11,5,1,2,59,98.91088030943406,0
2,0,27,5,6044,121,83,13,4,2,2,41,989.1349480233674,1
15,1,16,2,19871,240,133,49,3,1,1,44,2390.6398612043076,1
22,0,49,5,14415,114,308,11,4,2,1,35,2227.428961268953,1
24,0,15,9,17274,196,353,14,4,1,2,43,2583.3744097176527,0
10,0,35,5,13858,221,297,18,3,1,2,46,3574.054166531573,0
11,0,12,4,17572,213,449,27,3,1,2,25,3410.0449924911354,0
9,0,41,1,5644,79,29,39,4,2,1,61,1864.0671107099572,0
15,0,53,9,17124,262,8,40,2,2,1,43,4387.908139692976,1
7,1,44,9,17753,134,474,4,2,2,2,22,314.6628522425937,1
5,0,26,1,18384,241,169,4,4,2,1,50,2922.5494755586324,0
11,1,47,6,17855,269,289,5,2,1,2,57,4748.427462847649,1
23,1,34,1,17920,286,167,22,3,1,2,22,2745.407189126606,0
27,1,23,5,16702,49,343,2,3,1,1,66,2275.53150406428,1
20,1,31,4,5153,188,496,36,2,1,2,64,669.5879434821222,1
7,1,50,3,1894,296,144,32,3,2,2,53,4050.9454763580566,1
25,0,20,6,7991,13,412,42,1,2,2,30,1868.9744502045603,0
27,0,12,7,15439,231,227,20,3,2,2,34,3506.22954742344,1
3,0,23,3,9467,260,305,19,4,2,2,30,987.7344020352851,1
25,1,4,0,5935,191,75,0,5,1,1,42,209.31601466074534,1
7,0,23,0,17107,202,222,38,2,2,2,19,1527.3372626400028,1
25,0,48,0,2329,260,176,46,2,2,1,41,1407.0693072844542,0
27,0,55,0,9327,112,456,16,3,2,1,53,4367.376267636371,0
17,0,48,4,2770,35,188,28,3,1,2,42,4323.36889292377,0
27,0,1,3,4846,78,466,7,5,1,2,51,2669.471113006903,1
27,1,54,8,16651,274,301,25,5,1,2,29,94.99472786096807,1
4,0,25,2,16276,277,45,27,4,2,1,36,1141.62331460238,1
8,1,2,6,14633,161,381,33,1,1,1,67,3195.0629710671656,0
3,1,30,7,13628,16,16,25,4,1,1,59,507.04200715183777,0
26,1,3,5,569,203,65,12,2,1,2,47,3503.1113235972357,1
21,1,58,9,1973,16,359,43,3,1,2,54,59.81131479371737,0
16,1,21,0,2822,201,260,36,4,1,2,60,3412.6838768463517,0
8,0,25,7,270,209,122,12,3,1,2,18,4222.696214296897,1
0,0,20,9,16320,77,230,37,3,2,2,20,2346.0885982305813,0
20,0,49,2,7641,55,437,24,4,2,1,66,4145.404950550188,1
19,1,52,7,8930,79,124,46,4,1,1,43,3907.638666219348,0
12,0,22,3,6680,57,111,22,5,2,1,32,3357.0957508383854,0
27,0,21,7,1257,17,271,21,1,1,2,63,2225.746406989168,0
15,1,33,0,8250,207,80,20,5,2,2,64,1359.5202220074693,0
28,1,52,2,5370,134,245,29,1,1,1,65,4304.319810844343,1
12,1,38,5,4858,9,346,10,4,2,2,45,3242.9518983147414,1
13,1,15,8,8581,68,390,3,1,1,1,21,3990.084176252881,0
2,0,58,1,13491,82,499,32,2,1,2,36,2759.8346386444596,1
28,1,58,0,12436,108,391,46,5,2,2,41,859.3321724696234,0
5,1,46,9,12870,43,327,11,5,1,2,57,4897.189697567682,1
17,0,52,2,16504,131,214,8,5,2,2,23,913.693757288187,0
18,0,15,3,6908,17,351,31,3,1,1,33,4556.2075051245165,1
4,1,46,4,10844,92,234,10,3,1,2,49,1040.6932302248701,0
14,0,25,2,18687,293,366,36,4,1,1,47,1868.7472087321794,0
24,1,21,9,4861,147,81,23,4,1,1,52,2200.4172226871333,1
1,1,24,1,2911,171,293,6,3,2,1,25,4606.879947640726,0
9,0,57,1,8991,50,309,7,5,2,1,22,4440.992854565317,0
23,0,58,6,11572,18,75,32,3,2,1,54,4116.1048897621795,0
29,1,5,8,10298,119,14,24,1,2,2,29,1883.3757374786715,0
17,1,6,9,7236,224,219,0,5,2,1,42,22.466234144600804,1
26,1,49,1,5565,65,229,2,3,1,1,50,3407.9166005375964,1
12,0,43,6,17493,140,433,39,4,1,1,56,2054.769172326019,0
4,1,48,6,6929,188,439,27,3,2,1,41,3785.290964187178,0
22,1,44,6,17634,157,478,42,2,1,1,28,3974.260230417751,1
23,1,47,2,18033,97,371,32,3,2,2,59,2198.617014587121,1
0,1,23,6,7351,157,264,45,5,1,1,52,3740.512826584742,0
21,1,4,0,19340,245,263,0,3,2,2,57,4199.686402598387,0
0,0,27,9,14901,235,109,37,4,1,1,18,4642.380658007501,1
17,1,18,0,10638,32,402,26,1,1,2,25,2912.2766624469714,0
14,1,21,4,5828,240,306,37,2,2,2,40,3892.393845299413,1
16,1,28,1,11556,274,199,34,5,1,2,37,2472.8243510482357,1
10,1,35,8,18099,70,225,9,4,2,2,49,208.31500214981037,1
20,0,22,6,8150,215,184,11,2,1,2,28,776.1071389959168,0
25,0,40,3,10107,78,451,9,3,2,2,24,641.1225461983505,1
24,0,23,3,19867,168,30,33,2,1,2,47,858.8279505773944,1
21,1,3,1,1757,297,101,23,1,2,1,65,51.063748064216206,0
26,1,40,4,18193,179,258,27,2,1,2,56,4293.534116325763,1
26,0,50,3,11199,115,98,21,2,1,1,30,2800.746599745062,1
16,0,10,0,16295,259,338,44,3,2,1,59,1915.7500150563383,1
12,0,25,7,12807,259,298,15,3,2,1,66,2048.8943578848757,1
0,1,52,2,17535,4,284,12,5,2,2,20,2316.7554685943473,1
1,1,49,5,5492,296,265,35,3,2,1,24,369.4175020979629,1
8,0,8,3,6302,107,139,35,2,1,2,60,1373.327057899601,0
2,0,55,8,15929,116,301,42,1,1,2,30,4258.132185460424,0
0,0,11,6,4747,12,285,22,3,1,2,54,3718.3761810699225,0
20,1,5,8,14238,141,349,13,5,1,1,42,2817.027691269539,1
15,1,58,9,8402,187,465,31,5,1,1,40,2403.519923349815,1
22,1,45,2,10686,280,215,2,2,2,2,68,1294.865924954497,1
5,0,53,0,4681,114,31,26,3,2,2,64,2356.2748482355273,0
27,0,55,4,18891,235,456,18,3,2,2,50,2989.276380334074,0
16,1,37,2,19347,9,302,21,5,2,2,22,3563.189757157903,1
4,0,56,5,3428,198,87,0,3,2,1,49,833.200938761619,0
4,1,59,7,7494,251,62,4,2,1,1,47,4065.551342353887,0
5,0,45,3,3955,49,409,48,1,1,1,48,1729.0563851691127,1
2,0,38,4,14026,141,386,32,2,2,1,30,2516.2904164517768,0
20,0,29,4,9244,270,278,18,3,2,1,59,3039.5215829816625,0
22,0,5,3,713,15,458,35,2,2,2,22,2440.4757811051663,0
4,1,9,3,11080,1,73,5,4,1,2,40,2859.784520770595,0
20,0,59,3,8521,157,305,14,4,2,1,18,557.6173234143561,1
4,1,48,3,1746,29,419,35,3,2,2,27,2160.777275543176,1
9,1,2,3,17591,81,123,32,3,2,1,67,1402.337354681132,0
9,1,1,4,17168,30,268,23,1,1,2,44,430.1307694343509,0
18,0,40,1,2696,235,381,26,2,2,2,25,958.2461281599714,0
16,1,51,1,12012,147,284,48,1,1,2,69,3012.222832137292,0
20,1,30,8,14688,176,421,10,3,2,1,20,983.4320132572516,1
13,1,11,1,5036,34,460,48,3,2,1,36,905.3200505954667,1
8,0,28,5,7127,22,120,22,5,1,1,68,2764.1521619331816,0
13,0,44,1,3718,105,345,32,1,1,2,19,4523.512533534926,0
0,1,12,4,7910,96,211,40,3,2,2,66,3943.4642531991485,0
18,0,39,3,2693,229,388,45,4,2,2,48,4525.445552599252,0
12,1,26,6,17009,226,147,46,5,1,2,65,2914.9010114825755,1
12,1,13,6,15858,99,77,28,2,1,2,27,2049.647802293036,0
3,0,59,5,15932,54,364,30,5,2,1,33,3648.206827709717,0
29,1,8,9,7692,194,13,0,2,1,1,54,1306.8201409132546,1
0,0,54,4,6398,7,135,33,4,1,2,37,390.2697900270186,0
16,0,28,0,7252,127,303,17,2,2,1,20,1723.073963655678,1
7,1,58,2,11721,31,396,17,1,2,2,52,1496.183487435087,1
1,0,30,8,17939,92,279,5,2,2,2,51,3377.694639085711,0
27,0,9,0,11825,6,78,39,2,1,1,38,2756.8133940590715,1
7,1,39,4,4187,257,242,0,5,2,2,53,691.3149202789276,0
6,1,31,1,36,219,192,46,4,2,1,49,4542.520898852348,0
25,0,58,3,18171,239,469,41,2,1,1,35,2966.694702524021,1
25,0,21,0,6283,105,417,29,1,2,1,51,2288.421127118884,1
1,1,56,2,15202,35,241,3,5,1,2,55,4685.974635593268,1
21,0,47,9,8060,44,50,31,4,1,1,20,486.5092439895041,0
21,0,34,6,8065,297,231,9,4,2,2,20,3947.9646906985886,0
2,0,55,9,3880,8,258,42,3,2,2,44,1823.3275286000467,0
26,0,31,2,5932,86,383,4,1,1,2,19,3476.948754619858,0
17,0,52,3,8328,176,374,8,5,2,2,20,4653.627138238393,0
11,0,25,1,6333,129,217,4,5,1,2,34,2588.5654024270866,1
0,0,12,2,13870,194,205,10,1,1,2,63,113.19411714373673,1
21,1,1,8,11268,10,313,34,4,2,2,56,144.24115086168976,1
11,1,55,2,5067,121,488,26,2,2,2,55,1652.8040954268824,0
4,1,22,4,15616,234,380,3,1,1,1,57,3908.2910969753093,0
29,1,40,1,12075,30,455,9,5,1,1,36,1441.3067153679137,0
29,1,37,3,17045,223,368,38,1,2,2,36,1672.3430044310883,0
26,0,47,6,7973,152,310,32,4,1,2,61,3922.3035659878437,0
24,0,1,6,10002,211,374,37,3,1,1,22,580.9458695964042,1
16,0,1,2,7887,91,119,7,3,1,1,22,4234.0648098144275,0
15,0,57,4,414,128,79,48,2,2,1,31,1328.9625777705328,1
14,1,42,0,6850,196,41,23,2,1,1,44,256.11535514454107,0
22,0,54,9,2729,41,20,38,4,1,1,66,586.7135320184464,1
14,0,42,9,11929,227,9,32,2,2,1,65,4762.774433694118,0
4,1,21,9,14988,193,312,40,3,1,2,53,2256.6197752193425,0
20,0,15,0,3897,17,152,42,4,1,1,57,1282.1905299922903,1
13,0,17,4,2169,242,311,18,4,2,1,52,2606.3547508959755,0
1,1,22,9,13563,275,293,1,4,2,1,38,3411.7332669690013,0
10,0,38,8,18262,126,85,10,1,2,1,22,1593.9920402203468,0
18,0,35,0,12888,74,112,34,2,2,2,41,3626.35601580512,1
6,0,45,0,4570,61,188,16,5,2,2,56,1261.2602545360103,1
5,0,16,3,1515,287,111,41,3,1,2,67,561.6861602202027,0
27,0,8,3,16958,185,174,2,2,1,2,41,2748.5411018454743,1
1,1,47,1,12634,177,309,21,3,2,2,57,755.5933794706515,1
5,1,17,8,19251,165,301,34,2,1,2,60,4702.424393495699,1
17,1,17,8,13798,182,451,20,5,2,2,63,2.2451406592538525,1
1,1,54,1,19928,27,3,24,3,1,2,67,3778.4804998327327,1
17,1,26,8,4477,246,221,38,5,1,1,30,1397.3660197845545,0
29,1,13,5,16455,21,449,1,3,1,1,55,4230.434308861834,0
14,0,17,7,19364,95,220,0,1,2,2,62,300.75441870187626,0
26,1,38,9,9551,121,170,6,1,2,2,18,4765.002991497858,1
18,1,17,3,14179,249,317,19,3,2,2,60,506.97441916506716,1
1,0,48,1,39,136,483,42,3,1,1,56,3939.413775177227,1
19,0,14,1,10222,276,212,5,5,2,2,27,2586.711068178022,0
24,1,45,8,16116,60,252,35,4,1,2,19,2151.973959387925,0
5,0,6,0,18284,249,123,20,3,1,2,33,1400.7789295513578,0
0,1,35,6,18601,94,127,45,2,2,2,54,4206.8476762453265,0
23,0,46,2,16049,295,212,34,2,1,1,33,998.7569876647507,0
14,1,14,2,4796,183,111,35,2,1,2,40,3606.2063749642957,0
27,0,47,1,4606,259,84,7,1,1,1,43,2228.9582551400317,0
29,0,8,9,17667,286,3,49,5,2,1,33,4992.475035736349,0
22,1,15,5,8775,154,64,3,1,2,2,44,3056.9951008488633,1
9,1,54,9,14864,185,317,42,2,2,1,64,520.948019118842,1
18,1,27,1,14193,68,345,15,3,1,2,58,2097.6059457599977,1
16,1,13,9,14676,260,119,2,2,1,1,47,331.49490192597887,0
4,1,49,3,10457,114,242,6,3,2,2,50,1428.278171945573,0
28,0,31,9,17199,7,385,1,5,1,1,49,1716.5839744055233,0
3,1,53,8,16044,264,136,0,4,2,1,26,4265.8830416980145,1
9,1,56,8,15066,270,246,0,3,2,2,28,4189.937383037678,0
23,0,35,5,18895,248,440,37,1,2,1,54,57.786099917006005,1
16,0,6,3,246,104,44,6,2,2,2,23,2661.3930750254617,1
9,1,5,6,6516,262,145,23,2,1,2,47,1117.7187780164122,0
16,0,22,0,16800,223,367,4,2,1,1,57,1600.4654902277787,1
27,0,58,3,13342,270,175,20,3,1,2,32,108.25642762767596,0
19,1,49,4,16491,164,41,27,5,2,2,65,3748.7293272265647,1
23,0,23,7,9030,82,296,17,3,1,2,47,4752.948878762007,0
4,0,25,1,1421,294,458,23,1,2,2,35,1096.335201569259,0
1,1,34,4,12970,133,88,31,2,2,1,29,1708.8643352391625,0
5,1,26,5,7283,210,217,44,3,2,1,21,1032.1699736493213,1
20,0,47,4,15945,91,441,32,2,1,1,33,4650.243318207643,0
1,0,5,8,255,126,227,9,1,2,2,40,46.779839537133824,0
12,1,26,9,11019,190,297,8,4,1,1,28,2919.3114064551755,0
29,0,20,0,15487,158,290,48,4,1,1,41,4353.819805610749,0
10,0,6,2,9029,9,421,32,4,1,1,39,931.535870576734,0
10,0,6,1,19346,106,66,32,2,1,2,56,2949.976456810411,1
15,1,59,2,2282,86,250,6,3,1,1,32,253.24052432442457,1
10,0,50,9,8744,66,40,3,2,1,2,66,4072.925667839047,1
18,0,18,8,17861,61,98,27,5,1,1,32,1372.1456138646909,0
14,1,4,8,9919,145,305,22,3,1,1,27,4943.767085976303,0
24,0,17,9,13335,152,359,31,1,2,2,45,4610.0481024488845,0
22,0,57,1,591,106,341,43,4,2,1,53,3662.57984966357,1
22,1,14,2,6277,147,455,15,3,1,2,34,2484.2132068574583,1
15,1,14,3,2260,185,78,45,3,1,2,53,3832.945559304509,0
10,1,13,8,11139,177,300,9,4,1,1,39,653.0452377138107,1
21,1,7,2,347,265,198,13,1,1,2,40,1550.998198070856,1
15,0,44,6,4443,148,146,38,2,1,2,46,134.48194288428527,0
7,0,55,2,11088,246,487,35,2,2,2,39,3225.1232080487007,1
3,1,15,6,8774,253,105,33,3,1,2,28,4027.688190407572,0
7,1,19,6,6869,28,400,23,4,1,1,53,4731.427767565839,1
3,0,43,8,19422,265,192,17,5,1,2,61,3432.535925251206,1
23,1,47,1,2845,12,492,15,1,2,2,46,3660.456201113647,1
24,0,44,5,12386,46,476,40,2,2,1,59,4477.278891174756,0
2,1,35,8,1265,150,121,36,1,1,1,49,4681.890144290631,1
2,0,17,1,12445,49,76,40,1,2,1,31,2456.4877493485287,0
26,1,35,1,12938,214,311,24,1,2,2,35,548.9369485413714,1
28,1,19,4,11159,131,111,7,4,2,2,55,2332.086549360786,0
17,0,20,9,2274,112,348,23,4,2,2,54,2780.3693143614487,0
28,1,36,9,18854,251,296,19,4,2,2,51,3157.72385697772,0
25,0,35,9,10482,52,169,47,3,2,1,62,4946.422786546367,1
18,0,32,7,18961,129,5,29,4,2,1,40,4587.8160764538525,0
18,0,58,8,1068,192,196,19,3,2,2,49,1981.8210137286424,1
20,0,48,1,14706,78,97,17,2,1,2,63,567.2684313535492,0
4,0,44,4,5974,56,458,3,2,1,2,20,1073.957991113355,0
17,1,40,6,10928,96,328,47,2,2,2,60,868.9981141671027,0
27,1,24,5,1950,197,229,35,2,2,1,39,1780.0636357449828,0
9,0,17,5,19477,134,167,5,2,1,1,40,4382.4464197261605,1
28,1,7,6,10411,146,296,2,4,1,1,21,2189.8425307435964,1
21,0,43,2,13388,171,264,17,5,2,1,30,2836.3868569892857,0
20,1,50,2,17771,62,7,46,4,1,2,49,895.8343741935743,1
5,1,1,9,4274,64,171,39,5,2,1,46,2464.2414049219824,1
0,1,35,8,2285,294,441,17,4,1,2,57,4368.13860700146,0
4,1,32,7,19590,210,359,22,2,2,1,57,3867.316317590384,1
8,0,36,4,19308,108,194,34,1,1,1,62,405.953578995108,1
11,0,13,5,7045,281,268,5,5,2,2,27,4310.3613437505755,0
25,1,6,9,1618,171,18,25,1,1,1,30,1369.1404870996328,1
13,1,58,0,10979,11,353,20,2,1,1,62,3328.5812466998364,0
1,0,14,9,8562,219,351,23,5,2,1,34,731.9145257136566,1
16,1,37,0,12026,285,48,14,1,2,1,55,3373.221850429011,0
13,0,48,3,7843,171,463,26,4,1,2,19,178.5071442858166,1
25,0,15,1,9895,235,355,31,2,1,1,34,3003.223505351089,1
12,0,47,6,11966,165,337,11,4,2,1,61,3229.700853806721,1
26,1,4,1,17732,186,461,4,4,1,1,43,1222.4835702953208,1
8,0,40,9,5289,169,157,6,2,1,2,55,4684.8804485524,1
25,1,59,1,18806,51,65,21,5,1,2,54,229.86193600239736,0
24,0,16,4,18812,188,460,26,3,1,1,22,4458.546633924694,1
14,1,28,3,3033,119,346,14,3,1,1,42,1909.4874382126548,0
24,1,16,7,8860,104,58,38,2,2,1,26,3569.5737085125297,0
21,1,4,3,7813,161,308,44,3,1,2,45,3257.7421367396773,1
14,0,45,5,17798,294,307,34,1,1,1,39,841.2310801399775,0
23,0,26,4,13860,40,336,25,5,2,1,46,1594.9963779492937,1
29,1,28,1,14294,164,158,22,4,2,2,52,2648.3674045626694,1
10,1,32,7,3621,159,270,12,4,2,2,37,4232.551351923034,1
15,1,45,1,17138,263,120,25,2,2,2,22,4774.300379677344,1
28,0,2,8,2347,17,253,2,4,2,1,56,102.93316668620878,0
16,0,31,8,14882,172,403,28,1,1,1,61,1762.7912773550431,1
25,0,3,2,17110,32,260,1,1,1,1,49,3340.7196229123133,1
3,0,54,3,4923,260,134,27,2,1,2,56,2638.6471662133354,1
0,1,8,7,19033,209,273,22,4,2,1,27,4715.110579283795,0
7,1,24,8,15611,163,55,35,3,2,1,57,84.84717267973896,0
16,0,15,2,15367,4,330,48,3,2,2,34,2188.6969930881796,0
2,0,43,4,19199,33,95,5,5,1,2,54,3344.019239023111,0
28,1,31,7,9066,279,113,10,2,1,1,32,1087.9185693397797,1
19,0,9,2,3279,144,474,37,5,1,2,26,3629.356930574742,0
14,0,39,6,19368,70,473,33,3,1,1,49,406.1431411065425,0
14,0,45,7,3807,229,356,16,3,1,1,40,2255.192647406577,0
23,0,2,9,13965,124,428,2,3,1,1,28,3381.1747809535236,0
21,0,8,2,16123,277,27,43,5,2,2,30,1333.785641202408,1
13,0,7,1,16991,270,305,45,2,1,1,35,369.2320883763139,1
25,1,56,9,634,14,1,33,1,1,2,66,4785.108048997215,0
27,0,44,6,12771,241,211,21,1,1,2,26,4569.115143976313,0
22,0,51,8,17458,152,67,28,3,1,2,59,4631.849558058664,1
13,1,39,0,18298,52,127,28,2,1,2,22,4892.51191648864,1
23,1,42,2,14340,148,332,4,2,2,1,60,923.4902720568577,1
1,1,57,4,588,218,23,9,4,1,2,39,788.8799889622261,1
12,0,16,2,3231,112,252,9,4,1,1,49,171.07293103838518,0
25,1,35,0,6351,287,367,8,5,2,1,64,4459.113938088913,0
13,0,30,6,3838,276,229,20,4,2,1,19,3763.81420567976,1
290,0,10,6,199960,82,487,12,5,1,1,38,49994.553107531254,0
23,0,38,9,14346,217,175,9,1,1,2,45,4638.380795930687,0
18,1,18,7,5044,225,428,37,3,1,2,69,2875.383072462486,0
