"Call..Failure","Complains","Subscription..Length","Charge..Amount","Seconds.of.Use","Frequency.of.use","Frequency.of.SMS","Distinct.Called.Numbers","Age.Group","Tariff.Plan","Status","Age","Customer.Value","Churn","Seconds.of.Use.Interval"
7,1,31,8,1999600,269,348,25,4,2,2,61,4066.08403447825,0,"(1.96e+06,2e+06]"
28,0,14,4,19154,225,293,10,4,2,1,33,1924.32348231085,1,"[0,4e+04]"
22,0,6,1,7399,76,128,37,4,2,1,33,144.3682533464,0,"[0,4e+04]"
6,0,12,6,19819,222,487,26,1,1,1,45,2766.54856149132,0,"[0,4e+04]"
2,1,16,7,16945,166,391,38,5,2,2,37,3402.35694461764,1,"[0,4e+04]"
9,1,17,6,7623,283,248,6,4,2,2,52,3703.47472668003,0,"[0,4e+04]"
9,1,45,6,10327,191,101,0,5,1,2,26,2009.62477154642,1,"[0,4e+04]"
18,1,23,4,7187,88,336,9,2,2,1,57,485.098157462003,0,"[0,4e+04]"
13,1,14,1,2180,31,82,20,1,2,1,27,2921.63217231693,0,"[0,4e+04]"
1,1,7,5,1960,136,190,14,2,1,1,62,1647.73942619091,0,"[0,4e+04]"
27,1,46,3,5153,155,416,29,5,2,1,35,4734.43741137427,1,"[0,4e+04]"
0,0,32,9,7035,249,142,29,4,2,2,62,2513.56054030664,0,"[0,4e+04]"
22,0,15,1,11471,94,236,7,2,1,1,62,2361.33023399489,1,"[0,4e+04]"
22,1,44,8,19654,16,286,23,3,2,2,32,1546.04766159178,1,"[0,4e+04]"
27,1,17,6,582,116,276,18,1,2,2,62,1693.93252691774,1,"[0,4e+04]"
17,1,41,5,15514,9,386,2,5,1,1,47,2563.77392039956,0,"[0,4e+04]"
6,0,54,4,15531,79,381,14,4,1,2,65,1533.32397657497,0,"[0,4e+04]"
28,0,47,2,16672,133,449,35,2,2,1,49,4461.52442184206,1,"[0,4e+04]"
7,1,44,9,7979,202,290,5,1,2,1,57,2195.08966214554,1,"[0,4e+04]"
0,1,34,9,3060,115,168,41,4,2,1,44,1460.11042006512,1,"[0,4e+04]"
24,0,5,3,13731,219,442,49,2,1,1,44,776.974167705747,1,"[0,4e+04]"
22,0,45,2,12294,252,143,47,5,2,2,36,3361.75363150179,1,"[0,4e+04]"
2,0,27,7,17567,168,183,17,3,2,2,27,128.93471642792,1,"[0,4e+04]"
23,0,52,2,14274,204,44,37,3,1,1,61,2249.9789358497,0,"[0,4e+04]"
22,1,23,6,17830,297,242,18,5,2,2,63,2750.60910183612,1,"[0,4e+04]"
26,0,40,6,16348,247,314,48,1,2,2,23,1698.92305440166,1,"[0,4e+04]"
28,0,59,6,1903,70,433,49,5,2,2,41,3749.08873637503,1,"[0,4e+04]"
7,1,14,6,14551,155,468,29,2,1,1,26,3378.30248418969,1,"[0,4e+04]"
21,0,15,1,15141,101,267,12,1,1,1,44,4856.99493784981,0,"[0,4e+04]"
24,0,43,9,2377,12,475,38,3,2,1,24,2543.83399644841,0,"[0,4e+04]"
14,0,33,2,847,270,252,11,2,2,2,23,2689.06182314691,1,"[0,4e+04]"
4,1,53,9,14380,291,395,33,4,1,1,50,1229.19659596911,1,"[0,4e+04]"
2,0,31,8,17623,219,288,11,4,2,1,38,1927.4194536536,1,"[0,4e+04]"
18,1,35,2,9524,14,211,43,4,1,1,63,134.30295579152,0,"[0,4e+04]"
0,1,17,1,15231,237,487,23,3,1,1,55,3446.37394298845,0,"[0,4e+04]"
27,0,28,8,11698,116,176,3,5,1,1,61,1558.1139984177,0,"[0,4e+04]"
14,0,19,9,10571,55,20,35,1,1,1,34,2701.83504833349,1,"[0,4e+04]"
7,0,46,8,12314,131,315,49,3,1,2,48,1274.96198205475,0,"[0,4e+04]"
1,0,54,3,11429,225,51,47,2,2,1,54,3105.18100169829,1,"[0,4e+04]"
2,1,23,8,2365,221,437,13,2,1,2,28,2237.91246477022,1,"[0,4e+04]"
23,0,32,2,10604,172,422,16,4,2,1,45,2409.30326193147,1,"[0,4e+04]"
13,0,40,6,11366,284,232,48,1,2,2,22,4713.03569907663,1,"[0,4e+04]"
23,0,13,6,5055,156,432,2,4,2,2,29,3530.8016156193,1,"[0,4e+04]"
13,1,59,7,5622,150,122,37,2,1,2,20,1309.49867800037,0,"[0,4e+04]"
10,0,20,9,16756,184,361,22,2,2,1,58,2519.60908870713,0,"[0,4e+04]"
15,0,35,3,7783,177,447,12,5,2,1,55,2333.36409525989,0,"[0,4e+04]"
3,1,5,2,1949,20,99,8,5,2,2,19,3975.26303439182,1,"[0,4e+04]"
19,1,9,2,16628,111,213,20,5,1,2,43,4166.77557048101,0,"[0,4e+04]"
4,0,29,4,10032,170,409,40,4,2,1,19,1417.21411370863,1,"[0,4e+04]"
21,0,6,0,11619,137,326,7,1,1,1,29,4105.75726953118,1,"[0,4e+04]"
20,0,25,9,16508,232,134,16,5,1,1,57,897.507026455007,1,"[0,4e+04]"
13,0,31,2,12824,29,455,15,3,2,2,19,3813.85277268848,0,"[0,4e+04]"
22,0,22,5,10945,160,317,15,5,2,2,58,1243.9227190068,0,"[0,4e+04]"
15,1,2,2,1919,77,217,27,4,1,2,33,1489.65578706648,0,"[0,4e+04]"
17,1,45,4,9827,277,87,15,1,1,2,47,4262.33920094497,0,"[0,4e+04]"
6,0,5,8,9617,20,279,45,5,2,2,64,2100.37432528148,1,"[0,4e+04]"
9,0,27,1,9732,142,39,45,1,2,1,63,4952.82912428148,1,"[0,4e+04]"
6,1,25,1,530,35,239,13,3,2,2,69,759.715149537206,1,"[0,4e+04]"
0,0,8,5,7849,213,331,45,2,2,2,53,2316.74519019842,1,"[0,4e+04]"
22,0,55,5,6929,31,430,43,1,2,1,21,3662.25165454468,1,"[0,4e+04]"
20,0,1,7,4349,185,135,37,5,1,1,28,26.8352898925373,0,"[0,4e+04]"
18,0,20,1,14456,173,181,19,4,1,1,41,759.276390965087,0,"[0,4e+04]"
15,0,44,8,11295,53,264,44,4,1,2,35,101.783747054902,1,"[0,4e+04]"
28,1,23,1,18185,160,258,47,4,1,1,44,4964.38932691377,1,"[0,4e+04]"
18,0,32,0,5156,249,181,40,4,1,2,54,3803.12331210735,1,"[0,4e+04]"
3,0,11,9,9228,250,20,33,1,2,1,19,1867.795488733,1,"[0,4e+04]"
28,0,39,1,11920,278,350,28,4,1,2,32,781.424673483879,1,"[0,4e+04]"
27,1,47,6,7432,170,431,2,2,2,2,28,451.916214017253,0,"[0,4e+04]"
17,1,54,7,12203,182,430,9,3,1,1,44,2659.53600275456,1,"[0,4e+04]"
1,1,24,4,6189,1,471,19,1,1,2,66,4879.45659099599,0,"[0,4e+04]"
0,1,11,5,1142,193,195,1,1,2,1,65,3373.05472328882,0,"[0,4e+04]"
14,0,29,0,7614,165,211,26,4,1,2,64,1825.69184129365,1,"[0,4e+04]"
4,1,54,5,14253,246,446,31,4,1,2,40,2504.25486618744,1,"[0,4e+04]"
19,0,26,7,18013,243,15,9,1,1,2,52,4994.51683969726,0,"[0,4e+04]"
10,0,16,2,17146,109,201,39,4,1,1,69,2593.83114442225,0,"[0,4e+04]"
9,1,35,0,6905,70,362,16,4,2,2,47,4821.00742888178,0,"[0,4e+04]"
1,1,20,3,4889,163,217,32,4,1,1,64,81.80859408913,1,"[0,4e+04]"
2,1,46,0,4839,284,92,5,4,1,2,41,3604.81564117086,0,"[0,4e+04]"
22,1,3,7,3957,112,132,38,4,1,2,36,3135.80724606558,1,"[0,4e+04]"
22,1,1,4,557,227,138,46,5,1,1,46,3426.64929228661,0,"[0,4e+04]"
11,0,58,0,4621,15,156,17,5,1,1,30,2852.83544628726,1,"[0,4e+04]"
19,1,53,7,14932,30,492,8,5,1,2,65,220.883881208279,1,"[0,4e+04]"
4,1,47,8,839,161,334,7,1,1,2,40,747.81967745913,0,"[0,4e+04]"
4,1,1,9,9243,192,69,24,3,1,2,29,4611.25635167607,1,"[0,4e+04]"
5,0,17,1,9596,209,303,30,1,2,2,66,1164.62504183558,1,"[0,4e+04]"
29,1,2,8,6998,231,14,41,5,2,2,65,4964.68634663471,0,"[0,4e+04]"
8,0,29,7,10129,183,234,3,1,2,2,58,3397.94242197308,1,"[0,4e+04]"
1,1,20,6,510,14,211,19,3,1,1,46,2221.77245063092,0,"[0,4e+04]"
20,1,6,2,11596,208,289,27,4,1,2,23,4600.2442821802,0,"[0,4e+04]"
11,0,8,1,12974,171,59,39,2,2,1,68,3974.93094808728,0,"[0,4e+04]"
2,1,29,6,1137,265,251,0,5,2,2,40,2144.82539792451,1,"[0,4e+04]"
19,0,48,4,13700,19,445,39,5,2,2,48,342.96486133678,1,"[0,4e+04]"
25,0,51,5,4666,69,1,43,3,2,1,62,4341.5228726725,0,"[0,4e+04]"
21,0,33,3,8906,7,235,22,4,1,2,38,3825.19965679171,1,"[0,4e+04]"
11,1,3,1,10478,33,335,46,4,2,2,41,3953.67418645357,0,"[0,4e+04]"
2900,1,35,8,2654,223,18,12,2,1,1,25,3724.29366362778,0,"[0,4e+04]"
16,1,5,2,990,178,481,15,4,2,2,61,1378.77244689041,0,"[0,4e+04]"
9,0,27,6,2160,245,48,25,3,1,1,26,4294.22859834669,1,"[0,4e+04]"
29,1,44,7,15136,259,77,30,4,1,2,39,11.1627657205438,1,"[0,4e+04]"
23,0,12,1,10336,107,471,49,3,1,2,21,1186.38139191876,1,"[0,4e+04]"
26,1,20,5,14269,241,27,0,5,1,1,30,232.797994120978,0,"[0,4e+04]"
13,0,45,7,16206,23,47,16,5,2,1,51,552.9822833448,0,"[0,4e+04]"
22,0,20,6,2063,215,95,15,5,1,2,20,2661.89568758753,1,"[0,4e+04]"
16,0,9,2,10795,54,164,36,1,1,1,54,186.280949705172,1,"[0,4e+04]"
17,1,39,0,18361,25,457,9,5,2,1,45,906.905238501898,0,"[0,4e+04]"
18,0,4,5,8567,280,432,37,3,2,1,43,1163.70073695414,0,"[0,4e+04]"
16,0,51,7,8933,291,364,43,2,2,2,67,3276.69402568611,0,"[0,4e+04]"
13,0,54,5,19051,185,175,30,4,2,1,63,2344.10262224116,0,"[0,4e+04]"
8,0,19,4,15619,11,72,9,5,1,1,51,2292.06261527729,1,"[0,4e+04]"
7,0,38,7,4919,128,471,48,1,2,1,32,3842.16277128812,1,"[0,4e+04]"
1,0,27,1,11741,207,355,33,1,1,1,25,2283.60706037168,0,"[0,4e+04]"
12,1,45,0,8798,132,28,5,3,2,1,65,1742.44371459023,0,"[0,4e+04]"
24,1,43,0,16927,195,443,27,2,1,2,52,4812.25522802166,1,"[0,4e+04]"
6,0,13,3,14566,261,156,27,5,2,2,41,41.466547189285,0,"[0,4e+04]"
8,1,13,5,883,281,313,12,5,2,2,69,1526.96500037692,0,"[0,4e+04]"
21,1,57,8,9415,102,303,40,1,2,2,69,3046.96358189862,1,"[0,4e+04]"
21,0,22,0,11085,119,278,11,3,2,2,690,3914.04618026403,1,"[0,4e+04]"
10,0,28,0,15008,182,282,49,1,1,1,21,4082.06477379282,1,"[0,4e+04]"
13,0,52,4,18452,8,478,39,1,2,1,29,230.365659275862,0,"[0,4e+04]"
3,1,47,9,8120,44,490,49,2,1,2,36,3545.66027778794,0,"[0,4e+04]"
25,0,53,4,7820,243,6,1,3,1,1,32,3601.26821735908,1,"[0,4e+04]"
25,1,45,4,11901,269,304,7,2,2,1,47,1070.39710728134,1,"[0,4e+04]"
28,0,22,9,18170,111,181,41,3,2,1,62,563.87514235046,0,"[0,4e+04]"
12,1,43,5,16259,54,108,8,5,1,2,54,3748.43078847651,0,"[0,4e+04]"
1,0,19,7,9649,14,323,49,4,1,1,29,1247.50003118639,0,"[0,4e+04]"
22,0,8,2,8269,36,205,7,4,1,1,36,8.36902041838616,1,"[0,4e+04]"
4,1,52,8,11805,177,233,2,3,1,2,51,1117.86301788431,1,"[0,4e+04]"
10,1,8,0,17692,126,425,8,4,1,2,24,155.340044081563,0,"[0,4e+04]"
5,1,42,3,10379,116,457,12,1,2,1,45,1245.93343347064,1,"[0,4e+04]"
17,1,26,8,8744,71,186,8,5,2,1,45,1675.0979116591,1,"[0,4e+04]"
20,1,48,7,13285,110,427,30,5,1,2,46,1357.00079768976,1,"[0,4e+04]"
9,1,51,9,8473,148,481,24,4,2,2,54,4599.68533589622,0,"[0,4e+04]"
3,0,26,8,10679,184,409,43,3,1,1,37,1162.66473692642,0,"[0,4e+04]"
8,1,23,0,14605,104,406,44,1,2,1,28,2337.67411389051,1,"[0,4e+04]"
5,0,43,8,10985,146,328,7,3,1,2,67,4787.13796922023,0,"[0,4e+04]"
1,0,13,2,12391,220,356,46,4,2,1,67,4395.99745685111,1,"[0,4e+04]"
16,1,28,9,4861,5,7,30,5,2,2,56,1546.29237266381,1,"[0,4e+04]"
4,0,9,8,19160,259,52,44,5,1,2,59,1632.45147478734,0,"[0,4e+04]"
24,1,20,0,1596,298,397,44,3,2,2,40,2966.64701254725,1,"[0,4e+04]"
5,1,56,0,16863,41,198,30,2,1,1,69,4589.31425377115,1,"[0,4e+04]"
25,0,19,8,19696,258,390,16,3,1,1,63,49.9989772790166,1,"[0,4e+04]"
11,0,48,5,10155,270,136,46,2,2,2,37,1965.59896092591,1,"[0,4e+04]"
22,1,39,3,7919,46,258,18,3,1,2,37,4248.87743181112,1,"[0,4e+04]"
20,1,51,6,10334,84,333,2,2,2,2,28,2052.34989193388,1,"[0,4e+04]"
9,0,12,4,14628,173,400,45,2,2,2,19,3600.2743760997,0,"[0,4e+04]"
21,0,15,9,2072,57,497,29,2,1,1,30,3459.62451206101,1,"[0,4e+04]"
20,0,31,6,9487,198,171,9,2,2,2,30,1027.29354815184,0,"[0,4e+04]"
26,0,55,7,5624,208,85,48,1,1,2,58,2247.97252183492,0,"[0,4e+04]"
24,1,14,7,938,247,45,28,2,1,2,66,2830.93356406336,0,"[0,4e+04]"
5,1,11,0,8176,210,345,39,2,2,1,32,3577.31467622045,0,"[0,4e+04]"
26,1,26,7,761,38,185,17,5,1,2,48,4111.94815787543,0,"[0,4e+04]"
7,1,42,5,12941,251,155,11,1,2,2,40,3799.66605584747,1,"[0,4e+04]"
1,0,27,3,1669,130,492,48,2,2,2,39,141.557336926151,1,"[0,4e+04]"
11,0,11,7,7128,290,397,22,4,1,2,33,3353.18920800833,0,"[0,4e+04]"
12,1,38,2,19069,249,8,10,1,2,2,59,2486.57731927837,1,"[0,4e+04]"
24,1,34,3,12091,51,114,8,5,1,1,46,2869.30867926793,0,"[0,4e+04]"
20,1,43,5,18315,13,153,23,3,1,1,37,1864.83106372938,1,"[0,4e+04]"
6,1,19,6,7308,155,129,24,5,1,1,45,3570.13107293453,0,"[0,4e+04]"
9,1,6,3,1126,29,330,24,5,1,2,44,3369.44256059567,0,"[0,4e+04]"
12,1,46,3,6021,89,80,46,1,2,2,61,2897.43240728183,0,"[0,4e+04]"
16,1,52,6,6437,166,383,8,1,1,1,46,4308.02766294657,1,"[0,4e+04]"
25,1,38,5,7039,68,289,11,4,1,2,22,509.500124458197,1,"[0,4e+04]"
20,1,49,7,17587,162,146,10,4,1,1,69,1505.11637960142,0,"[0,4e+04]"
27,0,42,0,4135,241,294,48,1,2,2,66,2475.65207601414,0,"[0,4e+04]"
29,1,28,9,15111,51,465,37,1,2,1,59,4793.02405649768,1,"[0,4e+04]"
25,0,1,6,11964,141,268,27,1,1,1,55,359.816931409096,1,"[0,4e+04]"
13,0,35,6,8711,62,132,7,3,2,2,69,1685.38744992419,0,"[0,4e+04]"
1,1,40,6,7904,291,49,9,5,2,2,55,4629.45276862975,0,"[0,4e+04]"
27,1,8,6,2283,90,22,24,4,1,1,61,4489.73783724582,0,"[0,4e+04]"
21,0,59,9,2477,151,377,46,4,1,1,68,4326.22785353801,1,"[0,4e+04]"
10,0,52,9,3093,156,375,35,2,2,2,19,1541.95228000692,0,"[0,4e+04]"
0,1,54,7,7207,149,87,49,3,2,1,62,4234.17889875503,1,"[0,4e+04]"
18,0,47,8,9394,270,412,42,1,2,2,37,2526.69705947959,1,"[0,4e+04]"
20,1,56,8,14841,68,111,8,1,1,1,60,3098.89422021181,0,"[0,4e+04]"
3,1,7,1,6227,115,110,40,3,2,2,64,1194.12452730435,1,"[0,4e+04]"
18,1,11,6,13280,191,71,7,4,2,2,30,3533.36944459551,0,"[0,4e+04]"
25,0,39,6,3535,3,153,2,1,2,2,43,1638.4855212782,0,"[0,4e+04]"
28,0,4,3,10582,74,462,17,2,2,1,52,1719.40213060326,1,"[0,4e+04]"
20,1,25,8,2913,297,56,45,4,1,2,63,3184.08588046788,0,"[0,4e+04]"
10,0,12,7,2340,240,256,34,5,1,2,25,1199.15961087035,1,"[0,4e+04]"
7,0,26,0,5289,29,155,16,3,1,2,45,1122.19361622908,1,"[0,4e+04]"
10,0,38,1,597,142,112,35,4,2,1,58,1845.81471298039,0,"[0,4e+04]"
3,0,46,1,15025,182,317,27,5,1,2,32,3890.31812529617,1,"[0,4e+04]"
16,0,12,7,7145,15,46,49,2,2,2,67,1123.41024531575,1,"[0,4e+04]"
26,0,43,0,2902,110,237,14,3,2,2,25,3936.59195276827,0,"[0,4e+04]"
6,0,51,3,8955,200,333,18,1,1,2,28,3478.02638582375,1,"[0,4e+04]"
7,1,53,9,7694,106,105,21,1,2,2,46,3395.39940235075,0,"[0,4e+04]"
2,0,37,4,4830,161,481,5,5,2,1,22,2373.77836856705,0,"[0,4e+04]"
21,0,46,8,9834,282,186,46,4,2,2,64,3729.43916679676,1,"[0,4e+04]"
1,0,53,6,10489,268,158,6,2,1,2,64,67.5976005193951,1,"[0,4e+04]"
22,0,24,7,15768,154,197,43,5,1,1,24,1528.03629082711,0,"[0,4e+04]"
14,0,16,8,10364,72,381,47,2,1,1,35,3395.68731911907,1,"[0,4e+04]"
23,0,57,6,2160,196,176,8,2,1,1,45,4936.47712132641,0,"[0,4e+04]"
21,0,13,4,13268,242,260,19,2,1,1,29,12.5717054213798,1,"[0,4e+04]"
21,0,25,4,14485,85,286,36,3,1,2,29,2549.86132516854,0,"[0,4e+04]"
4,1,54,9,2922,286,292,10,5,1,1,53,4619.18214518512,0,"[0,4e+04]"
23,0,54,5,3804,258,334,1,3,1,2,46,4317.69692408337,1,"[0,4e+04]"
0,0,57,4,2368,285,142,21,4,1,1,28,115.680973772107,1,"[0,4e+04]"
25,0,52,8,15157,148,307,47,4,1,1,23,2647.79063675343,1,"[0,4e+04]"
3,0,54,2,8093,189,490,35,1,2,2,38,21.4355070846678,0,"[0,4e+04]"
14,1,4,2,3932,216,196,4,1,1,1,27,3947.87474116188,0,"[0,4e+04]"
19,1,11,6,11552,85,475,6,1,2,1,49,1544.37421044673,1,"[0,4e+04]"
18,1,32,6,5608,215,224,5,4,2,2,64,3827.95330957644,1,"[0,4e+04]"
2,1,49,5,12899,117,394,21,2,1,1,50,4723.96670851786,0,"[0,4e+04]"
290,1,7,2,199960,86,42,9,2,1,1,34,499945.531075313,1,"(1.6e+05,2e+05]"
10,1,46,6,9862,39,453,45,5,2,1,20,4470.5559043907,1,"[0,4e+04]"
16,1,58,4,5531,160,150,39,4,1,2,60,1020.71726587483,0,"[0,4e+04]"
29,1,11,6,10412,190,295,45,1,1,2,35,973.000849639984,1,"[0,4e+04]"
26,1,28,1,6344,24,62,45,4,2,2,27,3128.90216443114,0,"[0,4e+04]"
12,1,54,5,16759,151,129,19,2,1,2,58,2720.26841123988,0,"[0,4e+04]"
10,1,41,7,7887,94,254,27,2,1,2,56,47.6730390067442,1,"[0,4e+04]"
1,1,23,0,17993,45,462,22,3,2,1,60,1958.63675575665,1,"[0,4e+04]"
8,1,45,3,16158,137,342,34,3,2,2,25,4533.45502758588,1,"[0,4e+04]"
25,1,23,0,19323,287,213,0,5,2,1,51,4491.79509459931,0,"[0,4e+04]"
1,1,50,0,17997,163,72,28,4,1,2,54,1019.53442048017,0,"[0,4e+04]"
20,1,28,9,3679,15,430,8,3,2,1,58,1909.8153457863,0,"[0,4e+04]"
8,0,43,7,7540,17,103,8,3,1,2,50,2801.83005498041,1,"[0,4e+04]"
8,1,47,6,9488,135,157,21,4,1,2,66,4263.92132546112,0,"[0,4e+04]"
7,0,57,9,7074,246,271,1,2,1,1,27,2659.97219620674,0,"[0,4e+04]"
16,1,26,0,3996,247,314,15,5,2,1,57,4840.99906231517,0,"[0,4e+04]"
0,1,25,1,5695,197,237,39,5,1,1,35,3995.26068993944,1,"[0,4e+04]"
24,0,54,3,14235,0,302,5,5,1,1,42,4765.45936489311,0,"[0,4e+04]"
28,1,29,0,2366,189,371,12,3,2,2,59,3657.46109188172,1,"[0,4e+04]"
10,0,19,2,14164,293,157,32,2,2,1,58,4388.12069681265,1,"[0,4e+04]"
7,0,33,7,6764,44,108,18,5,1,1,53,4155.01896188925,0,"[0,4e+04]"
9,0,36,7,15527,31,8,14,4,2,2,19,1269.19240870564,0,"[0,4e+04]"
24,1,14,7,16292,117,320,32,5,1,1,36,1147.68211727134,0,"[0,4e+04]"
6,1,14,5,1614,295,58,9,1,1,1,27,4321.91712728366,1,"[0,4e+04]"
2,1,35,5,14396,183,357,0,2,1,1,66,423.388687601615,1,"[0,4e+04]"
2,0,30,4,18800,190,191,11,1,2,2,20,2042.81802349866,1,"[0,4e+04]"
17,0,28,8,16880,234,135,42,2,2,1,36,4103.2888514278,1,"[0,4e+04]"
4,1,17,3,16888,237,250,28,4,1,2,68,4066.19665920587,0,"[0,4e+04]"
11,1,3,9,5733,215,378,16,3,1,1,43,693.914053401348,0,"[0,4e+04]"
11,1,16,6,3216,73,435,3,3,1,2,68,2438.54900428605,1,"[0,4e+04]"
290,1,46,0,199960,110,145,28,2,1,2,68,49994.5531075312,1,"(1.6e+05,2e+05]"
29,1,30,8,12269,102,346,6,5,2,1,64,1618.60726219609,1,"[0,4e+04]"
5,0,52,6,17861,73,465,43,1,2,1,42,4585.90572532168,1,"[0,4e+04]"
1,0,29,9,13829,251,351,12,4,2,1,67,3265.58806002866,1,"[0,4e+04]"
11,0,45,8,4960,113,57,4,5,2,1,34,4900.93744922185,1,"[0,4e+04]"
18,1,15,6,18781,237,176,5,3,2,1,27,333.831054133794,1,"[0,4e+04]"
4,0,46,1,8301,172,287,33,5,1,1,63,1971.75086455466,1,"[0,4e+04]"
11,0,56,5,8841,78,244,6,1,2,2,68,4175.68781049405,0,"[0,4e+04]"
26,0,25,9,7730,92,47,45,3,1,2,67,2113.4283460608,0,"[0,4e+04]"
26,0,51,3,17883,49,300,27,2,1,1,28,1309.39013521662,1,"[0,4e+04]"
16,0,38,2,16979,284,437,45,4,2,2,28,4989.03772158554,0,"[0,4e+04]"
28,1,42,1,978,222,355,9,4,2,1,29,4365.62444851157,0,"[0,4e+04]"
16,0,59,5,730,80,99,3,3,1,1,57,2732.36830649724,0,"[0,4e+04]"
9,1,47,7,56,265,212,2,2,1,2,65,2808.54618123304,1,"[0,4e+04]"
24,1,53,5,2243,154,301,24,1,1,1,25,34.3148029382662,1,"[0,4e+04]"
22,1,54,8,1701,232,479,22,4,2,2,41,4904.97290441556,1,"[0,4e+04]"
290,1,52,4,199960,235,414,26,3,2,1,31,49994.5531075312,0,"(1.6e+05,2e+05]"
14,1,58,1,8303,158,164,13,4,2,2,40,183.646797723144,1,"[0,4e+04]"
11,0,38,7,15100,250,399,37,2,2,1,67,881.650960795782,0,"[0,4e+04]"
29,0,23,8,12998,281,429,31,1,1,2,53,4105.15615148712,1,"[0,4e+04]"
15,1,25,9,9393,101,125,22,2,2,2,34,434.327741359803,1,"[0,4e+04]"
23,1,42,3,947,50,301,46,5,1,1,62,4708.92863754784,0,"[0,4e+04]"
18,1,7,5,6553,51,461,39,2,2,1,22,4999.45531075313,1,"[0,4e+04]"
7,0,22,9,757,208,120,36,2,2,2,20,4432.16404790146,0,"[0,4e+04]"
20,1,17,7,14866,130,87,2,4,2,1,26,3694.51994678758,1,"[0,4e+04]"
16,0,18,8,11580,269,216,34,2,1,1,37,2436.41175584387,1,"[0,4e+04]"
22,1,49,4,5651,204,60,12,3,1,1,67,412.147881736868,1,"[0,4e+04]"
4,0,41,5,7273,218,301,33,4,2,1,37,3652.23115921101,0,"[0,4e+04]"
21,1,10,3,10033,256,178,23,4,1,1,68,1984.32577013943,1,"[0,4e+04]"
15,0,10,4,3535,184,189,0,5,1,1,36,2851.14315573337,0,"[0,4e+04]"
5,1,57,6,18677,144,162,11,3,2,2,38,1466.95238070814,0,"[0,4e+04]"
7,0,7,8,17488,177,80,7,2,2,2,33,1210.78004757371,0,"[0,4e+04]"
24,0,48,9,8853,13,493,18,5,1,1,50,1621.48479323202,1,"[0,4e+04]"
17,0,50,5,908,245,169,8,3,2,2,22,4069.14011706856,1,"[0,4e+04]"
24,0,38,5,4617,186,300,27,5,1,1,41,2132.4577007978,1,"[0,4e+04]"
11,0,27,7,10048,258,373,13,1,1,2,32,1558.53955981274,1,"[0,4e+04]"
14,0,52,3,2311,39,195,26,2,2,1,43,2164.8519863746,1,"[0,4e+04]"
26,0,33,2,16020,88,202,17,5,1,1,61,161.436829732342,0,"[0,4e+04]"
25,1,1,6,17173,124,46,41,1,2,1,42,4453.02141407692,0,"[0,4e+04]"
8,1,44,4,13585,8,462,40,2,1,2,45,2758.80779583439,0,"[0,4e+04]"
12,1,53,1,14017,83,157,5,5,1,1,50,524.131135603326,0,"[0,4e+04]"
25,1,34,1,16555,20,407,32,5,1,1,63,1442.03465974568,0,"[0,4e+04]"
14,1,4,5,12552,280,193,36,5,1,2,35,4917.76374438887,0,"[0,4e+04]"
9,0,17,7,13337,171,426,41,5,1,2,35,2965.28713201962,1,"[0,4e+04]"
15,0,4,0,1885,24,417,24,4,1,1,55,1457.02443449923,0,"[0,4e+04]"
6,0,43,5,1049,102,278,12,5,2,2,50,2131.72830682997,0,"[0,4e+04]"
16,0,54,1,10503,189,316,22,4,1,2,44,1292.37389717667,0,"[0,4e+04]"
22,0,26,1,1161,235,478,35,4,1,1,66,159.021285597698,0,"[0,4e+04]"
25,1,4,6,815,36,420,32,1,1,1,67,4210.15016076027,1,"[0,4e+04]"
20,1,1,9,3766,271,268,20,2,2,1,32,1462.39320853998,0,"[0,4e+04]"
21,1,7,0,3239,292,480,33,4,1,1,61,4192.05369427506,1,"[0,4e+04]"
25,1,30,5,13942,151,198,35,3,1,2,30,2392.78533356962,1,"[0,4e+04]"
6,0,50,6,8272,281,223,16,4,1,1,69,914.473184738136,0,"[0,4e+04]"
13,0,9,7,19188,19,262,9,3,2,1,51,4009.34346602329,0,"[0,4e+04]"
14,0,35,6,869,136,425,22,1,2,1,21,1885.55740527897,1,"[0,4e+04]"
20,1,8,5,5526,28,165,43,3,2,2,52,3538.6459390331,0,"[0,4e+04]"
6,0,24,8,7741,30,179,1,1,1,1,36,4186.14834514366,0,"[0,4e+04]"
8,1,19,2,4694,18,427,34,1,1,1,48,4814.92828171927,0,"[0,4e+04]"
18,0,36,5,1934,147,191,13,1,1,1,42,429.07266293121,1,"[0,4e+04]"
15,0,50,3,17087,282,396,46,3,2,2,57,41.9324092021867,0,"[0,4e+04]"
7,1,52,1,16318,299,215,44,3,1,1,29,2742.12490761224,1,"[0,4e+04]"
17,0,59,0,18907,162,283,40,1,2,1,29,1321.204809375,1,"[0,4e+04]"
26,0,43,0,19023,112,351,1,1,2,1,59,2345.50894871788,1,"[0,4e+04]"
22,1,27,9,6159,149,106,18,2,1,1,42,363.293435780537,0,"[0,4e+04]"
28,0,32,2,15719,254,465,15,1,1,2,50,2507.9452333668,1,"[0,4e+04]"
17,1,14,3,12993,86,97,42,5,2,2,54,624.278265890702,0,"[0,4e+04]"
29,0,57,1,13813,97,367,43,2,1,1,45,4192.93879099526,1,"[0,4e+04]"
19,0,18,0,1164,131,481,24,2,2,2,69,3797.43401318228,0,"[0,4e+04]"
