Call..Failure,Complains,Subscription..Length,Charge..Amount,Seconds.of.Use,Frequency.of.use,Frequency.of.SMS,Distinct.Called.Numbers,Age.Group,Tariff.Plan,Status,Age,Customer.Value,Churn
4,1,34,2,5215,41,24,57,5,2,2,43,304.38,1
8,0,25,3,1581,161,45,9,4,1,2,23,339.15,0
0,0,45,1,4881,269,14,5,5,2,2,59,473.13,0
8,0,6,0,4909,225,12,79,2,2,2,29,224.95,1
7,1,21,3,2999,288,41,9,3,1,2,68,185.52,1
5,1,58,6,1400,294,45,45,1,1,1,55,67.3,1
6,1,6,9,4648,107,25,92,5,2,2,63,116.18,1
2,0,32,5,6445,39,20,77,4,1,1,52,97.81,1
0,1,41,5,3628,99,22,24,5,2,2,27,200.95,0
4,0,48,8,2656,157,43,74,4,2,2,26,324.5,1
1,1,43,1,1620,153,27,42,5,2,1,40,70.85,0
4,0,39,3,1246,76,37,22,1,2,2,47,377.45,1
7,0,31,4,6212,67,11,60,1,2,2,69,228.84,0
8,0,42,0,4339,290,23,86,3,2,1,68,483.58,1
1,1,10,7,7758,288,12,37,1,2,1,39,305.77,1
2,1,30,7,8086,245,39,39,5,2,2,64,397.11,0
2,1,57,5,4010,137,47,84,5,2,2,26,437.53,0
0,0,52,4,5719,218,1,74,1,1,2,36,449.98,0
7,0,18,7,3368,195,38,74,2,2,1,25,283.31,1
5,1,24,2,2839,178,11,90,5,2,2,21,228.53,1
7,1,52,2,3903,181,38,89,3,2,2,22,302.23,1
8,1,9,1,7205,269,13,53,2,1,2,36,230.93,1
4,0,31,4,5395,214,29,28,1,1,1,63,158.32,0
2,0,15,2,6767,144,40,77,4,1,2,35,195.76,0
4,0,4,2,4691,55,49,15,5,1,1,46,154.75,0
4,0,40,5,8470,18,42,60,4,1,1,36,171.25,0
4,0,9,7,4841,170,47,60,3,1,1,23,92.12,0
2,1,45,1,5348,298,18,6,2,2,1,22,241.91,0
9,0,9,3,7621,115,30,52,4,1,1,60,155.88,0
3,0,26,6,2392,299,42,12,3,1,2,22,251.76,1
8,0,4,0,7060,97,49,19,4,1,1,25,406.49,1
9,0,17,0,5255,201,42,96,4,1,2,44,251.74,0
8,0,16,9,5300,162,24,75,3,1,2,54,479.58,0
1,1,15,6,4338,146,3,97,5,2,1,60,116.53,1
7,0,35,6,6487,282,49,2,4,2,1,62,432.62,0
7,0,57,0,4514,158,12,55,3,1,1,55,161.72,1
6,0,52,0,1759,197,35,15,4,2,1,54,470.27,1
7,1,5,3,9621,150,41,64,5,1,2,35,152.22,0
2,1,55,4,7793,140,36,69,3,2,2,43,386.13,1
5,1,5,4,3459,13,2,15,4,2,1,59,77.95,1
0,0,20,3,6273,272,15,43,1,1,1,33,333.42,1
6,1,15,7,2718,35,25,74,5,1,2,39,148.4,0
0,0,18,6,6423,33,39,17,4,1,2,63,351.58,0
8,0,47,8,2308,275,38,98,2,2,1,40,336.12,1
0,1,2,6,2050,238,18,24,3,2,2,64,465.66,0
0,0,29,9,6479,278,45,74,4,1,2,20,332.0,1
6,0,13,0,3249,134,14,30,5,1,2,20,233.71,1
1,0,4,6,3809,181,31,67,5,2,1,29,137.11,0
4,1,42,0,3921,243,48,51,2,1,1,40,345.85,1
7,0,45,6,5676,284,20,60,2,2,2,64,102.36,1
7,0,10,9,5041,85,0,3,4,2,1,28,422.83,1
2,1,31,7,3417,223,5,5,1,1,2,59,161.3,1
6,0,41,8,1532,167,26,28,5,2,2,69,285.87,1
2,0,8,2,9167,213,22,78,1,2,1,64,318.18,1
5,1,3,3,2469,158,46,11,1,2,1,67,213.12,1
5,0,48,3,8292,84,30,72,4,2,2,63,348.74,0
2,0,46,8,9961,238,11,72,3,1,1,46,162.6,0
6,0,9,6,8142,71,20,76,3,2,1,23,65.58,1
2,0,30,2,7000,67,1,15,3,1,1,63,481.67,0
7,0,53,9,8081,283,4,83,2,2,1,33,194.02,1
9,1,11,4,5649,117,8,48,5,1,2,51,371.06,1
3,1,35,6,7931,196,19,46,2,2,2,68,278.39,1
0,1,37,7,4424,238,45,28,5,2,1,54,351.05,1
3,1,42,0,2091,57,17,7,5,1,2,28,99.92,0
6,0,13,1,8849,277,21,71,5,2,1,28,283.48,1
3,0,36,6,5654,224,7,94,4,1,1,42,226.5,1
5,0,56,1,1260,299,33,82,3,2,1,36,253.33,0
8,0,13,6,6936,263,8,88,2,1,2,49,484.79,0
0,0,12,8,5370,96,6,6,2,1,2,67,111.33,0
4,1,37,1,5301,190,29,58,4,2,2,25,389.62,0
6,1,10,6,8207,34,17,68,5,2,1,29,198.65,0
0,0,56,3,6819,231,26,55,3,2,2,58,180.66,0
3,0,9,1,1092,58,15,67,1,2,2,52,171.85,1
5,0,52,6,6161,184,20,49,1,2,1,23,206.95,1
1,1,7,4,8632,283,4,51,4,2,1,38,210.7,0
9,0,2,0,7208,44,28,59,3,2,1,43,171.84,0
4,0,54,4,9556,226,46,6,1,2,1,18,350.37,1
9,0,56,2,5916,218,36,90,1,2,2,34,71.47,0
0,1,23,6,4718,169,42,51,2,1,2,52,199.53,0
5,0,39,5,7125,16,21,38,3,1,1,44,176.09,0
5,1,40,7,2924,278,13,11,1,1,1,67,388.14,1
3,1,39,4,4095,135,18,52,2,2,1,67,115.92,0
7,1,21,1,7683,99,34,93,3,1,1,19,473.31,1
3,1,23,8,6181,51,23,20,5,2,2,53,126.73,1
7,1,29,7,3538,168,41,10,3,2,1,18,216.51,1
7,1,14,5,3276,211,5,26,4,2,1,27,139.87,0
4,0,26,9,9194,291,2,48,2,2,2,48,179.01,0
3,0,51,6,1910,297,33,91,5,1,1,54,392.46,1
1,0,5,8,1306,100,44,14,2,1,1,22,264.38,1
2,1,55,6,7575,134,49,59,2,1,1,58,123.16,0
2,0,31,2,5231,135,1,12,1,2,1,63,70.99,1
3,1,25,5,7028,61,14,23,3,2,1,30,153.46,0
3,1,31,6,7658,112,36,85,2,1,2,62,475.52,1
9,1,50,1,7336,196,14,72,2,2,2,41,430.39,0
4,0,20,2,1872,214,31,39,4,1,2,44,248.08,0
3,1,44,3,2141,23,20,9,4,1,2,18,266.9,1
9,1,55,9,1665,113,16,88,4,1,1,66,454.71,1
7,0,17,5,9400,126,33,95,2,2,1,37,316.11,0
5,0,45,0,1951,102,31,25,5,1,1,25,446.35,1
5,1,2,8,5722,153,49,17,3,2,1,20,271.33,1
7,1,25,4,5008,119,46,42,2,1,1,66,140.04,1
6,0,13,6,7655,172,22,29,1,2,1,49,376.67,0
9,0,58,8,7190,62,34,60,5,2,2,61,286.88,1
9,0,39,8,1771,12,36,67,5,1,1,42,350.8,1
7,1,28,0,5030,77,42,85,3,2,1,42,120.75,1
1,0,42,0,8859,255,40,57,5,2,2,67,341.42,1
8,0,55,2,1521,147,36,72,3,2,2,31,222.02,0
0,0,6,5,4355,296,32,14,5,1,1,60,199.4,1
7,1,3,1,2400,75,24,39,3,2,2,44,352.16,0
3,0,58,9,4723,164,45,16,4,1,2,65,316.51,0
3,0,35,0,7579,96,36,18,4,1,1,49,342.1,1
4,0,18,0,4247,42,39,95,5,2,1,44,484.4,1
7,0,11,4,2858,77,20,75,5,1,2,21,365.54,0
4,0,54,3,5781,196,45,20,3,1,2,67,338.4,1
7,1,20,0,5064,201,47,46,3,1,2,56,326.1,1
9,1,5,3,3398,222,37,45,2,1,2,28,229.42,0
0,1,19,2,1142,97,39,4,4,1,2,65,427.64,1
9,0,22,1,6062,117,33,84,2,2,2,65,221.42,1
8,1,59,8,4469,249,18,95,2,2,1,20,365.11,1
5,1,19,0,4695,225,26,20,1,1,1,42,181.91,0
2,1,47,6,1717,186,8,11,3,1,2,41,116.49,1
7,0,16,3,1642,62,4,65,1,2,2,26,108.39,0
8,0,24,4,3548,58,4,18,1,2,1,25,335.55,0
5,1,41,9,9561,123,24,39,2,2,2,56,197.58,0
6,1,4,4,4650,104,25,44,1,1,1,48,173.77,1
0,0,15,0,8549,34,18,97,3,1,2,34,316.43,1
4,0,25,5,9978,141,29,18,2,2,2,60,61.55,0
4,1,44,8,1949,188,35,47,3,1,2,48,160.8,0
9,0,55,1,6444,154,47,31,5,2,2,21,203.25,1
3,1,35,6,1521,207,47,99,1,2,1,21,368.77,1
5,0,55,5,7632,93,15,39,2,1,1,54,295.25,0
6,1,14,4,7048,166,6,38,4,2,1,25,435.19,1
8,1,49,3,1354,94,17,79,3,2,1,59,200.53,0
0,0,19,3,2482,262,20,47,1,2,2,66,183.4,0
5,1,38,5,7994,81,30,70,3,2,1,23,64.94,1
6,1,36,3,3215,232,0,8,3,2,1,26,478.27,1
2,1,7,4,5716,285,2,86,5,1,1,59,275.67,1
7,0,30,5,9619,292,30,65,3,2,2,25,276.14,0
4,0,19,4,6821,273,24,13,5,1,2,49,465.55,1
8,0,49,6,3537,255,7,55,5,1,2,32,180.46,1
4,1,25,8,7339,70,0,88,5,2,2,35,199.45,0
8,0,16,9,9736,268,6,85,1,2,2,40,345.36,0
9,1,47,6,5919,16,6,43,3,2,1,22,403.33,1
3,1,54,6,8075,197,7,4,3,1,1,67,364.69,1
8,0,40,3,4765,13,18,71,5,1,1,44,404.92,0
4,0,51,0,9850,240,16,60,3,1,1,50,308.8,0
9,1,8,7,8082,142,10,12,3,2,2,19,438.27,1
8,1,18,3,3827,134,46,59,5,2,1,59,297.55,1
2,0,28,0,3058,24,40,77,4,2,2,55,153.2,0
3,0,16,4,8749,22,48,54,4,2,2,45,293.77,1
8,0,52,7,1730,127,10,44,5,2,1,41,370.83,0
9,1,19,3,2832,249,37,16,1,1,1,68,344.11,0
5,1,42,7,9600,272,40,6,3,1,1,38,159.36,1
1,1,17,7,7505,15,49,14,3,1,1,48,68.49,1
6,1,45,2,8170,240,1,58,4,2,1,28,163.62,0
1,1,13,8,5179,39,3,31,5,2,2,67,492.82,0
1,0,7,2,7299,31,49,41,1,1,1,45,133.01,0
0,0,27,0,8830,165,27,35,5,2,2,65,258.97,1
2,1,10,1,5802,127,32,10,4,1,2,57,337.26,0
5,1,34,5,7057,202,10,81,4,2,1,21,445.76,0
7,0,36,9,7615,204,2,30,3,2,2,60,392.12,0
8,0,25,1,7762,177,39,44,2,2,2,59,459.03,1
6,0,6,5,6543,248,4,55,1,2,2,33,321.97,0
3,0,24,0,9325,253,20,71,1,1,2,29,439.39,1
5,1,18,0,5883,78,21,18,2,2,2,39,168.73,1
4,0,23,4,8050,104,36,83,4,1,1,52,243.75,0
7,1,6,9,5959,86,10,79,5,1,1,60,429.7,0
0,0,29,8,1666,180,43,86,1,1,1,33,196.5,0
0,0,25,7,1276,10,21,39,2,1,2,41,442.05,1
5,0,55,2,1881,71,40,42,3,1,2,52,213.4,0
9,1,17,2,3060,216,12,54,3,2,1,45,213.53,1
1,1,46,0,3082,163,2,30,4,1,2,59,189.06,1
4,0,24,2,7702,283,12,20,1,1,2,46,296.12,1
0,1,11,0,1158,57,27,96,5,1,2,38,108.08,1
6,1,26,7,6229,146,10,42,1,1,2,65,66.47,1
0,0,51,0,8956,10,10,89,3,1,2,42,453.84,1
3,0,34,4,8514,244,20,87,1,2,1,56,468.02,0
8,1,28,8,8803,265,20,5,3,1,1,48,84.28,0
0,1,3,6,3526,116,6,50,2,2,2,32,297.36,1
3,1,11,3,9302,182,16,41,2,1,1,64,292.86,1
5,0,38,8,8803,139,47,94,3,2,1,59,217.59,0
5,0,14,8,7574,49,13,39,5,2,2,52,306.01,0
7,1,51,1,9733,25,32,57,5,2,1,55,256.15,0
0,0,26,9,2138,136,10,91,1,2,1,67,270.34,0
6,0,48,9,8257,212,12,57,3,2,2,39,389.9,1
0,1,21,5,4283,143,0,37,4,2,1,22,286.68,0
6,1,54,3,8762,268,33,7,5,2,2,65,195.65,1
2,0,56,7,8896,23,8,5,5,1,1,30,311.66,1
7,0,39,6,3419,75,12,79,2,2,1,49,338.34,0
2,1,30,6,2756,204,36,51,5,1,1,20,348.04,0
0,0,59,9,3306,123,29,8,5,1,1,32,328.24,1
7,0,8,8,8630,168,40,56,5,1,2,44,349.07,1
2,1,51,4,7263,170,44,73,3,2,2,69,189.54,1
1,1,20,5,6008,263,36,11,3,1,1,44,250.76,1
0,0,48,0,6247,24,46,22,2,2,2,47,350.92,0
2,0,32,5,9914,46,6,98,1,2,2,23,389.47,0
1,0,22,1,3570,164,13,99,5,2,1,42,245.37,0
1,1,59,5,6807,36,47,77,1,1,1,45,214.4,0
5,0,7,8,8812,21,5,11,3,1,2,39,372.15,0
0,0,9,7,1324,76,33,60,5,2,2,21,149.98,1
1,1,45,8,8487,39,15,96,1,2,2,32,54.27,1
5,1,1,9,6645,105,36,15,1,2,2,43,262.02,0
2,0,29,7,2945,224,35,38,4,2,1,35,128.02,0
3,1,8,2,5486,203,45,1,3,1,2,26,220.23,1
0,1,56,7,3430,144,5,46,2,1,2,69,181.06,1
7,0,54,5,4510,299,7,88,2,1,2,21,399.77,0
6,1,4,5,1845,41,23,43,4,1,1,65,199.13,0
6,1,35,5,1567,48,2,22,1,1,2,67,338.3,1
2,0,59,2,3179,215,3,3,4,2,2,22,353.26,0
9,1,3,9,3019,52,31,14,4,2,1,62,255.4,0
9,0,54,0,4319,268,0,2,3,1,1,23,86.49,1
2,0,45,3,3320,258,33,61,5,2,2,68,365.16,1
1,1,40,9,2646,83,44,32,1,1,1,29,83.83,1
0,1,7,5,4909,283,8,38,2,2,2,48,94.65,0
6,1,27,9,9015,199,11,97,2,2,2,64,138.2,1
6,0,1,1,4420,147,9,46,4,2,1,26,176.17,0
1,1,27,6,1356,291,9,42,4,1,1,24,430.9,1
6,0,16,6,8485,175,49,6,4,1,1,46,353.71,0
7,1,38,3,4081,287,43,41,1,1,2,31,224.25,0
0,1,7,3,3280,35,47,25,4,2,1,68,490.38,1
8,1,44,0,5131,82,22,98,4,2,2,37,159.62,0
6,0,23,1,6123,124,5,11,5,2,1,65,324.42,0
2,1,41,8,8422,60,23,41,1,2,2,49,431.25,1
7,1,59,9,3787,180,23,71,3,2,2,39,410.91,0
6,0,11,7,5209,277,20,57,3,1,1,53,90.64,1
7,0,42,7,7540,12,41,46,5,1,1,61,363.77,0
5,1,53,8,1465,219,30,86,2,2,2,35,166.04,1
8,1,33,6,2487,124,46,48,3,1,1,57,210.08,1
4,1,50,8,5942,176,40,63,1,2,1,66,270.05,0
2,0,36,9,5597,274,29,39,2,2,1,42,405.84,1
2,0,37,1,5536,236,33,10,4,1,1,48,124.79,1
0,0,41,5,1325,160,17,85,1,2,1,52,98.85,0
7,0,59,2,5162,277,11,70,2,1,1,43,119.05,1
1,1,17,5,1303,125,34,65,3,1,1,21,148.2,1
2,0,35,2,6067,97,6,98,4,1,2,59,76.78,1
7,0,48,7,6024,251,40,59,4,2,1,65,466.86,1
7,0,5,3,8715,49,39,78,1,1,2,37,193.59,0
3,1,48,9,9340,191,24,36,4,2,1,51,129.64,1
3,1,32,5,3631,218,5,27,2,2,2,29,337.03,1
4,0,3,8,7391,282,0,73,5,2,2,33,404.15,1
5,0,52,1,9287,128,45,55,3,2,1,59,388.96,0
4,1,47,1,3369,33,15,70,1,2,1,22,373.42,0
6,1,35,6,1528,267,47,95,5,2,1,61,72.74,1
1,1,52,1,5675,101,3,81,5,2,1,52,401.97,1
6,1,14,1,2663,170,28,53,1,2,2,61,275.85,0
9,1,48,3,4364,158,37,60,2,1,2,44,342.09,1
6,1,31,8,3341,126,46,61,3,1,1,18,480.39,1
0,1,31,7,7656,62,27,36,1,2,2,51,414.8,1
6,1,17,1,5905,54,21,85,5,2,1,60,421.42,1
4,0,24,7,9884,274,7,27,5,1,2,49,131.66,0
2,0,52,3,6950,271,31,41,1,1,1,61,264.39,0
2,0,23,1,2360,243,32,28,5,1,2,56,477.2,0
3,0,18,9,6127,44,12,16,1,1,1,50,312.21,0
1,0,50,6,6562,206,26,35,1,1,2,48,96.16,0
1,0,54,5,9730,34,17,36,3,1,1,30,379.32,1
0,1,14,9,6777,211,17,56,1,2,1,62,69.32,0
4,1,50,4,4925,282,12,99,5,1,2,19,384.03,1
3,0,15,0,9463,45,21,19,4,1,2,47,445.9,0
9,0,15,1,9001,232,13,57,3,1,2,27,241.36,1
1,1,6,7,2028,286,10,85,5,1,2,40,236.13,0
2,1,27,0,7018,27,38,33,5,2,2,50,186.9,0
6,1,15,2,2242,197,49,23,3,2,1,56,444.62,1
6,0,50,1,9784,266,21,63,3,2,2,62,296.5,1
3,1,36,4,8119,151,35,70,5,2,2,46,310.67,1
4,0,55,3,5210,145,16,96,4,2,2,47,347.77,0
4,0,8,6,7406,88,31,22,2,2,2,51,185.1,0
5,1,15,4,4377,71,13,67,5,2,1,69,244.75,1
8,1,3,7,5071,138,41,99,3,2,1,56,383.72,0
1,0,47,3,2440,266,28,80,1,1,1,34,493.47,1
4,1,13,5,4626,221,5,59,1,1,1,39,65.44,0
2,1,41,3,1184,63,49,25,3,2,2,22,69.19,1
3,0,34,1,5996,184,3,17,3,2,1,28,242.64,1
9,1,24,0,9412,109,10,39,2,2,1,39,346.83,0
5,0,40,0,9031,48,44,77,3,1,2,49,223.86,1
7,0,32,7,6563,272,39,92,1,2,2,41,499.84,0
0,1,32,3,4188,159,9,75,4,2,2,28,137.91,0
9,0,30,4,3945,130,27,74,3,2,2,28,53.57,0
7,0,52,7,7765,187,10,39,2,2,2,34,135.56,1
6,1,49,6,3474,129,34,24,4,1,2,49,449.08,1
0,1,13,7,7787,81,14,38,2,2,1,36,115.32,1
1,1,1,7,9792,228,7,88,4,1,1,44,265.54,0
2,0,34,5,5599,132,19,97,3,1,2,49,238.67,0
0,0,15,9,7274,253,49,81,1,2,1,42,349.58,1
8,1,44,1,5313,84,20,57,4,1,2,45,74.57,0
7,0,14,5,3218,15,0,44,5,2,2,57,346.44,0
1,1,57,0,2152,30,28,36,2,1,1,69,209.64,0
8,1,29,0,1056,199,23,99,4,2,1,44,466.72,1
6,0,34,2,1143,234,29,70,2,1,1,31,432.0,1
8,1,18,2,8218,112,39,80,1,1,1,59,229.78,1
5,0,54,4,9559,108,34,45,2,2,1,56,496.8,0
5,0,7,0,7361,92,32,92,2,1,2,19,73.37,0
3,1,29,9,1615,190,19,96,5,2,1,34,404.88,1
9,0,55,5,9062,161,15,26,2,2,1,18,245.23,1
9,1,31,6,6977,65,8,11,4,1,2,62,244.99,1
1,0,25,9,7984,199,30,52,2,2,1,49,126.56,0
6,0,38,2,9890,31,16,25,3,2,1,36,281.7,1
4,0,14,3,5971,77,30,31,2,2,1,31,88.12,1
5,1,8,9,6781,194,47,85,3,2,1,48,327.46,1
1,0,27,9,1944,19,22,45,2,1,1,35,158.72,0
4,1,54,9,8078,75,5,67,2,1,2,69,376.19,1
9,0,2,9,2746,273,29,76,4,1,1,31,323.31,0
3,0,17,9,6783,234,6,40,3,2,1,64,385.88,1
8,1,37,2,7907,132,47,46,3,1,2,31,387.38,0
5,1,14,0,9625,47,39,54,5,1,1,41,138.52,1
1,1,25,7,3926,132,41,41,2,1,2,22,50.3,1
0,1,56,9,2089,165,45,89,2,2,2,33,214.59,0
4,1,30,9,3957,76,10,81,4,1,2,22,463.58,1
8,0,29,1,3612,142,33,38,5,2,1,30,310.05,1
5,0,20,0,7047,149,11,36,5,1,1,33,377.38,1
9,1,21,7,7249,91,44,83,4,1,1,32,445.81,1
6,0,53,6,4759,67,46,44,3,2,1,48,457.73,0
4,0,22,6,8718,158,26,57,1,1,2,22,288.06,0
9,0,35,3,5263,140,11,66,4,2,2,38,293.42,0
5,1,37,8,2902,78,12,81,3,2,2,47,432.92,0
4,0,16,5,3567,259,7,30,5,1,1,40,413.37,0
8,0,50,1,9075,186,15,10,4,2,2,55,364.49,0
5,0,58,0,3994,81,28,99,1,2,1,46,322.01,0
7,1,49,0,6229,26,34,61,2,2,2,30,327.75,0
1,0,43,8,3010,169,28,63,4,2,2,49,213.31,1
8,0,17,3,8377,79,30,36,1,1,2,65,428.41,1
4,1,16,4,1830,122,12,54,1,2,1,59,328.0,0
6,1,58,2,1048,241,11,97,4,2,2,44,150.59,0
9,0,55,3,5210,30,1,65,3,1,2,51,157.93,0
0,0,2,7,2178,144,32,82,4,1,1,62,437.72,1
9,1,4,3,6768,272,7,4,5,1,2,66,331.57,0
4,1,21,8,8878,120,40,55,1,2,2,50,229.42,0
9,1,39,8,1070,255,39,54,1,2,1,21,134.2,0
1,1,34,5,8686,292,48,91,2,2,1,35,324.6,0
5,1,30,1,8879,17,40,89,1,2,1,23,132.94,1
0,1,6,9,6455,293,31,64,2,1,1,45,261.58,0
2,1,17,6,9258,216,37,92,1,1,2,61,354.88,1
4,0,39,8,6612,203,27,22,1,2,2,44,304.44,1
3,1,25,5,6769,56,14,25,4,2,1,43,464.94,1
2,1,5,2,2777,251,22,81,4,2,2,37,67.87,0
9,0,5,6,8380,19,23,59,5,2,2,30,175.91,1
4,1,20,4,3228,298,12,57,3,1,1,45,75.69,0
7,1,16,0,9804,140,20,54,5,1,2,51,137.57,0
3,0,51,2,9888,279,11,44,1,1,2,66,105.79,0
0,1,41,4,7746,70,12,52,5,1,2,40,379.7,0
6,0,37,6,7391,173,38,76,4,2,1,27,216.22,0
7,0,40,2,3406,22,22,16,1,1,2,68,466.27,0
2,0,9,5,9440,281,49,16,1,2,2,47,60.52,0
5,0,5,4,1637,217,45,81,5,1,2,39,343.82,0
1,1,42,0,9090,255,42,55,2,1,1,22,486.75,1
6,0,57,9,1949,142,27,61,3,2,1,61,129.13,0
7,0,2,5,4587,253,13,95,5,1,2,67,249.09,1
5,1,9,7,2111,47,16,79,5,1,2,26,365.85,0
5,0,43,0,9367,65,23,77,3,1,1,60,334.91,1
4,0,36,1,1722,57,33,40,1,1,1,21,304.71,1
7,0,22,3,4842,114,47,91,1,2,1,59,197.04,0
0,0,22,1,4674,68,21,21,2,1,1,18,377.69,1
9,1,22,8,5866,86,9,66,5,1,2,51,343.96,0
3,0,34,9,1702,227,7,8,3,1,1,58,123.26,1
3,1,55,7,3128,64,20,71,5,2,1,43,483.84,0
2,1,29,7,5233,64,36,10,4,2,1,35,300.05,1
2,0,38,3,3517,138,6,57,5,1,1,33,286.46,1
3,0,59,4,2149,94,25,4,5,1,2,40,431.71,0
0,0,46,3,2878,223,12,43,4,1,2,63,338.19,1
1,0,33,8,1309,124,15,99,4,2,2,53,83.52,0
8,1,18,1,4952,58,29,63,3,1,2,43,277.97,0
9,1,7,7,8728,76,30,43,1,1,1,19,401.27,1
1,1,1,1,4049,284,4,67,2,2,2,61,364.99,1
4,0,33,0,6766,138,31,82,4,2,2,69,486.85,1
8,1,1,9,7412,38,15,51,1,2,1,22,61.21,0
8,0,24,2,5865,42,46,56,3,1,2,46,167.55,0
7,0,4,8,1015,128,8,43,5,1,2,21,297.12,0
0,0,4,2,1605,189,21,24,3,1,2,64,328.77,0
0,0,18,8,5908,160,43,96,3,2,1,52,173.46,1
8,0,27,6,9006,142,39,34,4,1,1,39,422.06,0
7,1,43,9,7412,194,44,59,2,1,1,66,123.96,0
9,1,59,0,9605,143,36,2,4,2,2,25,50.38,1
8,0,32,9,5120,186,13,2,5,2,1,61,478.58,1
6,1,33,4,9507,31,15,10,4,1,1,38,226.2,1
2,0,28,8,5666,250,42,23,5,2,2,25,480.87,0
2,0,42,2,5820,86,19,15,4,1,1,69,175.07,1
1,0,41,8,8835,213,43,76,2,1,2,69,78.55,1
4,1,55,4,2849,13,14,17,1,1,2,22,397.63,0
2,0,36,8,2953,174,43,82,2,2,1,38,426.12,0
5,0,6,9,9580,137,25,14,4,1,2,44,271.44,0
1,1,16,5,3769,54,8,81,3,2,2,55,83.23,0
2,1,34,8,4046,227,0,79,1,2,2,22,344.36,1
4,1,23,6,8594,244,34,76,3,2,1,38,131.96,0
0,0,50,6,7840,145,43,16,2,2,2,25,432.22,1
0,0,42,7,6066,177,19,32,1,1,1,39,173.31,1
9,1,24,6,3415,246,44,23,4,2,1,35,431.47,0
8,0,56,8,3389,102,5,34,3,1,2,21,242.12,0
6,1,49,8,6924,14,41,98,4,1,2,21,318.42,0
0,1,13,5,9495,165,9,16,5,1,2,54,405.3,0
7,0,56,6,1763,254,47,34,1,1,2,32,68.2,1
2,0,18,1,8541,90,32,71,3,2,2,55,419.52,0
7,1,54,8,1815,256,15,33,2,2,1,44,112.39,0
4,1,13,0,7255,146,35,68,2,1,1,38,211.29,1
0,1,49,0,1877,72,5,43,2,1,2,65,262.75,1
6,1,37,2,8173,125,18,64,2,1,1,63,452.94,1
4,0,43,5,8073,122,30,71,3,2,1,63,60.1,0
5,1,39,4,5798,40,1,18,5,2,1,65,301.64,1
5,1,42,1,7989,16,17,68,2,1,2,21,339.14,1
7,1,17,8,6039,12,41,61,2,1,1,28,192.46,1
8,0,15,9,7324,252,27,75,2,1,1,36,180.72,0
1,0,18,3,3823,65,3,20,5,2,1,36,270.71,1
8,1,23,3,6287,82,0,11,1,1,2,44,134.2,0
9,0,54,4,4285,19,46,79,2,2,1,57,260.65,1
8,0,51,7,8433,70,41,46,2,2,2,59,394.26,1
9,0,30,9,7174,59,49,64,2,2,1,45,430.43,1
9,1,58,3,5826,131,15,81,1,1,2,22,223.32,1
6,1,34,4,4664,184,44,98,2,2,1,65,327.79,1
0,0,58,3,1497,10,46,76,1,2,2,42,50.01,1
6,1,4,5,8641,47,1,28,1,1,1,20,297.66,0
9,1,3,2,5643,199,35,48,4,1,2,43,488.86,0
4,0,7,7,6056,88,0,35,4,1,2,27,190.52,0
5,0,56,5,1131,199,38,8,2,2,1,41,317.65,1
9,1,18,9,6443,193,22,91,3,2,1,46,393.03,0
6,0,42,4,1857,76,25,22,4,1,2,62,324.02,1
4,1,7,1,9712,26,10,24,4,2,2,24,238.32,0
6,1,40,9,9221,218,41,66,3,1,1,61,118.66,1
8,0,6,9,7147,50,0,95,5,1,2,40,258.67,0
2,1,22,6,5604,124,10,86,2,2,1,63,182.65,1
7,1,58,1,2558,109,23,64,5,2,1,44,363.16,1
1,0,1,0,1015,148,9,65,5,2,2,59,248.86,0
6,0,4,6,4605,26,13,14,1,2,1,26,432.45,1
1,0,46,4,2607,83,13,25,1,1,2,61,137.0,0
3,1,49,0,6935,272,6,3,2,1,1,20,237.97,0
6,0,52,3,3016,25,22,5,3,2,1,30,300.88,0
2,0,50,3,4574,23,42,65,1,2,1,23,106.71,0
1,0,43,9,8274,290,21,54,4,2,1,55,314.56,1
9,0,29,6,4791,13,35,19,2,1,1,38,180.91,0
6,1,21,8,7406,136,26,97,5,1,1,36,153.29,1
0,1,26,1,2088,15,1,54,2,2,1,42,113.86,1
7,0,14,0,2361,138,38,94,1,1,1,56,207.45,1
2,1,9,1,5473,241,45,76,3,1,1,21,468.04,0
1,0,59,6,6294,204,18,10,5,1,1,39,63.95,1
2,0,47,9,8106,74,6,98,3,1,1,22,433.47,1
4,1,12,5,8319,112,11,16,2,2,1,18,228.81,0
7,1,42,3,9667,286,2,46,3,2,2,67,302.72,1
9,0,51,0,9520,167,46,29,3,2,2,34,280.77,1
6,0,56,0,2186,233,4,15,2,2,1,26,466.58,1
6,1,51,4,4414,298,7,48,5,1,1,26,396.56,1
6,0,6,0,6486,287,13,11,3,2,2,41,493.17,1
7,1,20,6,4536,191,35,34,3,2,1,27,407.49,0
0,0,24,0,2773,13,6,36,2,2,1,37,183.15,0
3,0,27,0,6415,224,6,30,4,2,1,34,483.3,0
5,1,38,1,3558,226,49,99,3,2,2,30,492.6,0
8,1,8,9,6907,218,45,73,1,1,1,46,105.39,0
1,1,1,2,6079,83,31,82,5,2,2,53,455.47,1
0,1,54,0,7724,236,7,19,3,1,2,40,348.89,0
9,1,49,8,6420,102,11,68,2,1,1,44,464.9,1
1,1,49,9,4291,74,9,70,1,1,2,35,462.08,1
6,1,24,7,4524,19,13,33,2,1,2,35,451.12,0
